company_name,date_certified,industry,industry_category,country,state,city,sector,size,website       
Lulea Mindful Athletes S.A.,2020-11-20T20:27:26.463Z,Apparel,Retail,Argentina,Buenos Aires,Mar del Plata,Wholesale/Retail,1-9,luleamindful.com
EcoMovers,2023-01-03T17:16:07.198Z,Postal & courier activities,Transportation & storage,Chile,Santiago Metropolitan Region,Santiago,Service with Significant Environmental Footprint,1-9,https://www.ecomovers.cl/
Protein Europe BV,2022-08-29T06:27:04.577Z,Other info service activities,"Information, communication & technology",Netherlands The,North Holland,Amsterdam,Service with Minor Environmental Footprint,1-9,www.proteinagency.com
Deeplink SA,2022-01-21T08:02:51.516Z,Computer programming services,"Information, communication & technology",Switzerland,Vaud,Lausanne,Service with Minor Environmental Footprint,1-9,deeplink.ai
BDEBUENO / MAIHUE,2022-08-29T16:45:29.216Z,Home health care,Human health & social work,Chile,Santiago Metropolitan Region,Santiago,Service with Significant Environmental Footprint,10-49,www.maihuechile.cl
Ecolana,2022-11-23T16:13:54.055Z,Environmental consulting,Professional & technical services,Mexico,Mexico City,Ciudad de México,Service with Minor Environmental Footprint,10-49,www.ecolana.com.mx
Heincke SAS BIC,2022-03-02T21:18:49.54Z,Food products,Wholesale,Colombia,Cundinamarca Department,Cundinamarca,Wholesale/Retail,10-49,www.heincke.co
The Commons,2021-04-26T21:58:32.175Z,Other business support,Administrative & support services,Australia,Victoria,Melbourne,Service with Significant Environmental Footprint,10-49,www.thecommons.com.au
Impact46,2020-09-25T15:04:12.316Z,Management consultant - nonprofits,Professional & technical services,Hong Kong S.A.R.,Kowloon,Hong Kong,Service with Minor Environmental Footprint,1-9,www.impact46.co
Project X Global Ltd,2020-07-17T08:46:22.533Z,Environmental consulting,Professional & technical services,United Kingdom,London,London,Service with Minor Environmental Footprint,1-9,projectxglobal.com
Elevation,2021-03-10T18:17:09.186Z,Other education,Education,Israel,Tel Aviv,Tel Aviv,Service with Minor Environmental Footprint,10-49,elevation.ac
Genus Capital Management Inc.,2021-07-23T15:14:41.472Z,Investment advising,Financial & insurance activities,Canada,British Columbia,Vancouver,Service with Minor Environmental Footprint,10-49,www.genuscap.com
Coperva,2021-02-26T16:26:29.152Z,"Other professional, scientific & tech",Professional & technical services,Mexico,Cuauthemoc,Algarín,Service with Minor Environmental Footprint,250-999,www.coperva.com
International Volunteer HQ (IVHQ),2022-07-06T02:08:29.369Z,Travel agency & related,Administrative & support services,New Zealand,Taranaki Region,New Plymouth,Service with Minor Environmental Footprint,10-49,www.volunteerhq.org
"Capricorn Investment Group, LLC",2020-07-10T21:45:15.419Z,Investment advising,Financial & insurance activities,United States,California,Palo Alto,Service with Minor Environmental Footprint,10-49,www.capricornllc.com
Impakt,2020-09-23T15:12:53.054Z,Environmental consulting,Professional & technical services,Canada,Ontario,Toronto,Service with Minor Environmental Footprint,1-9,www.impaktcorp.com
Brasserie de Brunehaut,2021-02-12T19:00:03.113Z,Beverages,Manufactured Goods,Belgium,Hainaut,Rongy,Manufacturing,1-9,www.brunehaut.com
Red-Inc,2021-04-19T08:35:15.873Z,Paper & paper products,Wholesale,United Kingdom,West Sussex,Littlehampton,Wholesale/Retail,1-9,www.red-inc.com
Heidelberg District Community Enterprise Limited,2023-01-12T11:38:34.584Z,Deposit bank - Developed Markets,Financial & insurance activities,Australia,Victoria,Ivanhoe East,Service with Minor Environmental Footprint,10-49,www.bendigobank.com.au/public/community/our-branches/heidelberg
Rainbow Collection,2021-10-19T12:07:09.794Z,Management consultant - for-profits,Professional & technical services,Netherlands The,Noord-Holland,Amsterdam,Service with Minor Environmental Footprint,1-9,www.rainbowcollection.nl
The WellMent Company LLC,2021-10-27T18:23:24.959Z,Other business support,Administrative & support services,United States,Virginia,Rockingham,Service with Minor Environmental Footprint,0,www.wellmentcompany.com
Viola Design,2022-01-17T00:49:30.831Z,Spec design (non-building),Professional & technical services,Australia,Victoria,Melbourne,Service with Minor Environmental Footprint,1-9,violadesign.com.au
Chicory Wealth,2020-10-13T17:09:38.861Z,Investment advising,Financial & insurance activities,United States,Georgia,Decatur,Service with Minor Environmental Footprint,10-49,www.chicorywealth.com
Burnam | Gray,2020-08-17T18:23:36.331Z,Management consultant - nonprofits,Professional & technical services,United States,Texas,san antonio,Service with Minor Environmental Footprint,1-9,www.burnamgray.com
Happiness Capital,2023-01-08T09:28:33.039Z,Equity investing - Developed Markets,Financial & insurance activities,Hong Kong S.A.R.,Central and Western District,Hong Kong,Service with Minor Environmental Footprint,1-9,www.happinesscapital.com
Sun Light & Power,2022-04-08T16:43:40.046Z,Solar panel installation,Energy,United States,California,Berkeley,Service with Significant Environmental Footprint,50-249,sunlightandpower.com
Powur PBC,2020-10-23T11:59:46.193Z,Solar panel installation,Energy,United States,California,Del Mar,Service with Significant Environmental Footprint,10-49,www.powur.com
Gonçalves Brasil,2022-02-23T17:39:23.465Z,Paper & paper products,Manufactured Goods,Brazil,São Paulo,Cajamar,Manufacturing,250-999,goncalves.com.br
Equipos Médicos Zepeda,2022-12-20T19:57:47.627Z,Medical & dental supplies,Retail,Chile,Santiago Metropolitan Region,Santiago,Wholesale/Retail,50-249,www.zepeda.cl
African Clean Energy BV,2021-07-07T13:47:29.102Z,Solar power generation,"Energy, Heating & Cooling",Netherlands The,Noord-Holland,Amsterdam,Manufacturing,50-249,africancleanenergy.com
AGRO-SUSTENTABLE,2022-02-02T16:17:51.573Z,Ag raw materials/live animals,Wholesale,Argentina,Buenos aires,Buenos Aires,Wholesale/Retail,0,www.agro-sustentable.com
Summa Equity,2021-10-26T15:31:16.351Z,Equity investing - Developed Markets,Financial & insurance activities,Sweden,Stockholm,Stockholm,Service with Minor Environmental Footprint,10-49,www.summaequity.com
Measure Meant,2022-03-10T10:28:28.226Z,Management  consultant - for-profits,Professional & technical services,United States,Washington,Spokane,Service with Minor Environmental Footprint,1-9,www.measurepnw.com
Luke's Lobster,2021-10-28T15:18:38.694Z,Food products,Manufactured Goods,United States,Maine,Saco,Manufacturing,50-249,www.lukeslobster.com
Gratitude Railroad,2020-11-13T16:35:34.846Z,Equity investing - Developed Markets,Financial & insurance activities,United States,Utah,Park City,Service with Minor Environmental Footprint,1-9,www.gratituderailroad.com
SESTAR,2018-01-22T00:00:00Z,Sports goods,Wholesale,Hong Kong S.A.R.,Central and Western District,Bangplee,Wholesale/Retail,50-249,star-board.com
Solaris Energy,2021-10-29T13:38:49.985Z,Solar panel installation,Energy,United States,Colorado,Fort Collins,Service with Minor Environmental Footprint,1-9,solarisenergy.com
Freeformers Holdings Limited,2021-10-29T15:18:21.439Z,Software publishing and SaaS platforms,"Information, communication & technology",United Kingdom,London,London,Service with Minor Environmental Footprint,1-9,teamtogether.io
Lorica Partners Pty Ltd,2022-12-20T08:02:21.332Z,Investment advising,Financial & insurance activities,Australia,New South Wales,Sydney,Service with Minor Environmental Footprint,10-49,www.loricapartners.com.au
The Single Origin Food Co,2022-07-06T15:33:10.681Z,Agicultural support/post-harvest,"Agriculture, forestry & fishing",United States,Delaware,Wilmington,Agriculture/Growers,0,www.thesofco.com
Twelve Winds Consulting,2021-11-03T06:08:20.973Z,Management  consultant - for-profits,Professional & technical services,United Kingdom,London,London,Service with Minor Environmental Footprint,0,www.twelvewinds.org.uk
Havas London,2021-11-04T17:12:29.968Z,Other personal services,Other services,United Kingdom,London,London,Service with Minor Environmental Footprint,50-249,kx.havas.com/havas-london/
Chef Clean,2021-11-01T22:43:06.006Z,Cleaning products,Retail,Taiwan,New Taipei City,New Taipei City,Wholesale/Retail,10-49,www.chef-clean.com
Positive Momentum Limited,2021-06-09T13:32:18.234Z,Management  consultant - for-profits,Professional & technical services,United Kingdom,Hertfordshire,Hitchin,Service with Minor Environmental Footprint,1-9,www.positivemomentum.com
Blue Dot,2022-07-06T18:02:50.733Z,Other personal services,Other services,United States,New York,New York,Service with Minor Environmental Footprint,0,www.forthebluedot.com
Tracklements,2021-10-07T17:01:46.082Z,Food products,Manufactured Goods,United Kingdom,Wiltshire,Easton Grey,Manufacturing,50-249,www.tracklements.co.uk
Cubitts,2023-02-06T11:39:36.96Z,Other retail sale,Retail,United Kingdom,City of London,London,Wholesale/Retail,50-249,Cubitts.com
Simplyhealth,2022-07-04T19:03:18.839Z,Health insurance,Financial & insurance activities,United Kingdom,Hampshire,Andover,Service with Minor Environmental Footprint,250-999,www.simplyhealth.co.uk
Inclusive Trade Ltd.,2021-11-10T00:24:01.038Z,Web portals,"Information, communication & technology",United Kingdom,London Borough of Lewisham,London,Service with Minor Environmental Footprint,1-9,inclusivetrade.com
400 Communications Limited,2021-11-10T00:22:00.888Z,Advertising & market research,Professional & technical services,United Kingdom,London,London,Service with Minor Environmental Footprint,1-9,www.400.co.uk
allplants,2022-01-03T17:13:26.087Z,Food products,Manufactured Goods,United Kingdom,London,LONDON,Manufacturing,50-249,www.allplants.com
ADEAS Hr,2021-11-16T13:23:12.804Z,Employment placement & HR,Administrative & support services,Spain,Barcelona,Barcelona,Service with Minor Environmental Footprint,1-9,www.adeasrrhh.es
Food Nation,2022-07-12T07:21:24.203Z,Food products,Manufactured Goods,New Zealand,Auckland,Auckland,Manufacturing,1-9,foodnation.co.nz
Rin Hamburgh & Co Ltd,2023-03-28T11:25:40.614Z,Advertising & market research,Professional & technical services,United Kingdom,City of Bristol,Bristol,Service with Minor Environmental Footprint,1-9,www.rin-hamburgh.co.uk
"Taitem Engineering, PC",2021-11-17T15:24:18.552Z,Engineering,Professional & technical services,United States,New York,Ithaca,Service with Minor Environmental Footprint,10-49,taitem.com
Planning Communities,2021-11-09T16:48:52.075Z,Environmental consulting,Professional & technical services,United States,North Carolina,Raleigh,Service with Minor Environmental Footprint,1-9,planningcommunities.com
Foncière Chênelet,2022-04-19T11:34:39.076Z,Design & building,"Real estate, design & building",France,Pas de Calais,Landrethun-le-Nord,Service with Significant Environmental Footprint,1-9,www.fonciere-chenelet.org
Ancient + Brave,2021-12-03T21:50:39.129Z,Beverages,Retail,United Kingdom,East Sussex,Maresfield,Wholesale/Retail,1-9,www.ancientandbrave.earth
Smig Creative,2021-11-09T07:03:33.747Z,Advertising & market research,Professional & technical services,Taiwan,Taipei,Taipei,Service with Minor Environmental Footprint,1-9,www.smigcreative.com
Rankin Business Lawyers,2021-12-20T21:13:29.433Z,Legal activities,Professional & technical services,Australia,Victoria,Melbourne,Service with Minor Environmental Footprint,1-9,www.rankinbusinesslawyers.com
"Miller Consultants,PBC",2021-11-23T19:11:17.354Z,Management  consultant - for-profits,Professional & technical services,United States,Kentucky,Louisville,Service with Minor Environmental Footprint,0,www.millerconsultants.com
Bower Collective,2021-11-24T04:05:41.432Z,Personal care products,Retail,United Kingdom,Somerset,Alhampton,Wholesale/Retail,1-9,www.bowercollective.com
Torani,2023-02-27T18:24:01.626Z,Food products,Manufactured Goods,United States,California,San Leandro,Manufacturing,250-999,torani.com
"The Humble Shoe Company, Inc.",2021-12-08T15:00:35.261Z,Apparel,Retail,United States,New York,New York,Wholesale/Retail,1-9,aeranewyork.com
Neo Consulting,2020-10-08T20:36:29.488Z,Management  consultant - for-profits,Professional & technical services,Peru,Lima,Lima,Service with Minor Environmental Footprint,50-249,www.neoconsulting.ai
Green Mountain Power,2021-11-30T23:02:07.895Z,Other renewable energy installation,Energy,United States,Vermont,Colchester,Service with Significant Environmental Footprint,250-999,www.greenmountainpower.com
ZorgDomein,2021-01-28T12:36:58.166Z,Software publishing and SaaS platforms,"Information, communication & technology",Netherlands The,Utrecht,Breukelen,Service with Minor Environmental Footprint,50-249,www.zorgdomein.com
DataDrivenFinance AS and DDFinance Kenya,2019-11-05T08:39:30.623Z,Financial transaction processing,Financial & insurance activities,Norway,Sogn og Fjordane,Lærdal,Service with Minor Environmental Footprint,1-9,www.ddfinance.com
Plongê,2021-11-29T18:31:26.392Z,Employment placement & HR,Administrative & support services,Brazil,São Paulo,São Paulo,Service with Minor Environmental Footprint,10-49,plonge.com.br
Sentido Verde,2022-03-22T16:17:23.557Z,Environmental consulting,Professional & technical services,Colombia,Caldas Department,Manizales,Service with Minor Environmental Footprint,0,www.sentidoverde.com
Grameen de la Frontera,2021-05-20T01:41:27.458Z,Microfinance - Emerging Markets,Financial & insurance activities,Mexico,Sonora,Ciudad Obregón,Service with Minor Environmental Footprint,10-49,www.grameendelafrontera.org.mx/microfinanzas
Eosis,2020-04-01T20:46:24.554Z,Environmental consulting,Professional & technical services,Mexico,Jalisco,Guadalajara,Service with Minor Environmental Footprint,1-9,www.eosis.energy
Ethelo,2021-03-15T13:19:44.155Z,Software publishing and SaaS platforms,"Information, communication & technology",Canada,British Columbia,Vancouver,Service with Minor Environmental Footprint,10-49,ethelo.com
Meteor Learning,2020-02-04T19:30:43.078Z,Education & training services,Education,United States,Massachusetts,Burlington,Service with Minor Environmental Footprint,10-49,www.meteorlearning.com
Wivai,2021-11-08T08:49:26.773Z,General retail via Internet,Retail,Spain,Barcelona,Barcelona,Wholesale/Retail,10-49,www.wivai.com
Sarape Social,2021-06-17T19:20:36.663Z,Social networks & info sharing,"Information, communication & technology",Mexico,Jalisco,Guadalajara,Service with Minor Environmental Footprint,10-49,www.sarapesocial.com
Operadora Piedra Linda SpA,2020-04-01T19:43:25.379Z,Accommodation,Accommodation & food service,Chile,Los Lagos Region,Puerto Varas,Service with Significant Environmental Footprint,10-49,www.hotelawa.cl
Comsustenta,2018-04-06T00:00:00Z,Other renewable energy installation,Energy,Mexico,Mexico City,Mexico City,Service with Significant Environmental Footprint,10-49,comsustenta.com
